#latitude	longitude	dummy
47.60384823	-120.8695221	0
47.60153332	-120.8097839	0
47.60052	-120.643127	0
47.598171	-122.696417	0
47.598	-90.95	0
47.5966	-120.6467	0
47.5962	-114.6424	0
47.596089	-101.420415	0
47.594791	-117.562843	0
47.57698893	-120.8036041	0
47.5763	-98.3529	0
47.5760625	-123.1505585	0
47.57374635	-123.1787109	0
47.57331	-123.57861	0
47.56865048	-120.7919312	0
47.56783972	-124.3614578	0
47.566528	-122.630219	0
47.56482	-121.8899	0
47.558513	-119.459056	0
47.55706709	-123.1594849	0
47.551451	-120.686657	0
47.542626	-116.229784	0
47.540539	-122.636337	0
47.539134	-114.102602	0
47.53296545	-112.7828979	0
47.52647466	-115.3317261	0
47.52647466	-123.1745911	0
47.5228	-111.24566	0
47.52068	-121.936278	0
47.51284	-123.32399	0
47.51186	-93.5578	0
47.509293	-94.962611	0
47.509105	-94.961831	0
47.50885273	-123.1278992	0
47.506	-101.359	0
47.5014312	-112.7513123	0
47.4994	-94.8437	0
47.4994	-94.8437	0
47.49493651	-123.2151031	0
47.493655	-111.222086	0
47.49216	-117.56948	0
47.490326	-111.330643	0
47.49029694	-123.654213	0
47.4898	-115.91202	0
47.4819447	-110.6515503	0
47.47916032	-116.8526459	0
47.47823216	-123.8269043	0
47.47730399	-122.971859	0
47.4759117	-122.9198456	0
47.474083	-111.309902	0
47.469878	-112.8790283	0
47.46941384	-121.044445	0
47.46802134	-123.8420105	0
47.46782	-87.88804	0
47.463627	-122.125281	0
47.46152251	-122.9893684	0
47.46082616	-122.994175	0
47.46059404	-123.002243	0
47.45780853	-123.8612366	0
47.45595144	-113.5986328	0
47.4554	-94.4738	0
47.452601	-114.872868	0
47.45223707	-123.0606079	0
47.451076	-122.827547	0
47.450874	-122.827631	0
47.45014762	-123.5481262	0
47.432913	-122.869322	0
47.43180334	-113.6096191	0
47.426393	-123.209613	0
47.423309	-120.30909	0
47.42204808	-121.6131592	0
47.42111891	-123.2926941	0
47.42065432	-118.7237549	0
47.416111	-120.29203	0
47.416111	-120.29203	0
47.412244	-122.264101	0
47.41205867	-121.2365341	0
47.41128	-91.24612	0
47.404178	-123.871822	0
47.40392637	-115.3729248	0
47.40253213	-121.4888763	0
47.401897	-122.323212	0
47.401835	-123.6034012	0
47.40113786	-112.844696	0
47.39509558	-123.0283356	0
47.38863	-122.625168	0
47.38812286	-123.6082077	0
47.3871931	-123.2514954	0
47.38347387	-113.7249756	0
47.38045181	-121.0954285	0
47.37952191	-121.1016083	0
47.37835951	-123.252182	0
47.37510465	-123.2480621	0
47.371918	-123.067944	0
47.368416	-116.766266	0
47.365732	-110.902244	0
47.362	-88.128	0
47.35836223	-121.1077881	0
47.35440839	-121.2495804	0
47.34929121	-121.1064148	0
47.34889	-94.217735	0
47.3392	-94.2405	0
47.3384	-94.588	0
47.3368	-114.0756	0
47.33603074	-116.4331055	0
47.33371	-117.674552	0
47.33091178	-120.6209564	0
47.329981	-115.9064484	0
47.32963196	-120.8593941	0
47.328979	-122.578979	0
47.32672316	-112.8048706	0
47.322369	-122.31073	0
47.32206876	-113.5931396	0
47.31766	-116.56104	0
47.317619	-93.561957	0
47.316	-91.289	0
47.316	-91.289	0
47.31229318	-121.3227081	0
47.31182763	-120.4046631	0
47.3081	-94.6153	0
47.301367	-115.122293	0
47.300163	-117.974268	0
47.29832492	-120.7074738	0
47.2934	-123.9754	0
47.29227086	-113.5876465	0
47.288259	-118.082166	0
47.28807919	-116.2085724	0
47.28761343	-120.7884979	0
47.28412008	-121.0916519	0
47.282894	-119.579125	0
47.270064	-122.948959	0
47.26432008	-115.9201813	0
47.263934	-122.447316	0
47.256309	-123.103412	0
47.25593197	-115.843277	0
47.25406776	-115.8686829	0
47.249963	-119.612252	0
47.23821936	-115.0680542	0
47.22189988	-120.581131	0
47.209959	-94.608271	0
47.20459	-121.990082	0
47.2029	-113.5507	0
47.196678	-120.937881	0
47.1952	-113.5014	0
47.18784593	-113.5327148	0
47.1827	-114.0748	0
47.17104415	-113.5107422	0
47.16917696	-113.4887695	0
47.16544238	-115.194397	0
47.152	-88.559	0
47.14676553	-113.571167	0
47.145669	-94.635568	0
47.14489749	-120.968399	0
47.14022708	-120.9505463	0
47.1394	-122.0969	0
47.13649047	-121.0350037	0
47.131646	-95.772174	0
47.129951	-119.275993	0
47.12808212	-116.0939026	0
47.125562	-104.693334	0
47.12316	-104.73118	0
47.11780345	-121.5966797	0
47.11640165	-120.9313202	0
47.11313066	-111.1871338	0
47.11313066	-116.0890961	0
47.11126144	-114.8922729	0
47.11	-101.284	0
47.10892481	-115.3852844	0
47.106109	-119.82724	0
47.105308	-104.742722	0
47.1048	-95.976	0
47.103931	-68.577147	0
47.093776	-124.174697	0
47.09256555	-114.3841553	0
47.092	-91.644	0
47.092	-91.644	0
47.09163059	-115.3736115	0
47.0912	-104.7279	0
47.0887	-94.5399	0
47.0879	-94.541	0
47.0879	-94.541	0
47.0835	-124.1142	0
47.0835	-124.1142	0
47.0835	-124.1142	0
47.0835	-124.1142	0
47.0835	-124.1142	0
47.0835	-124.1142	0
47.07947453	-116.1598206	0
47.07526601	-120.9814453	0
47.07292781	-121.0583496	0
47.072842	-124.169553	0
47.06825109	-113.1632996	0
47.064828	-124.16507	0
47.064229	-122.727919	0
47.06217074	-120.9443665	0
47.05702528	-114.8043823	0
47.05562189	-115.3509521	0
47.0495401	-115.3447723	0
47.04486133	-116.2902832	0
47.0422	-93.9849	0
47.04018214	-121.5163422	0
47.03877831	-115.1181793	0
47.03796	-122.899231	0
47.03082255	-113.0177307	0
47.029441	-122.295834	0
47.0284	-123.3947	0
47.02146131	-121.5493011	0
47.01958886	-116.6693115	0
47.01678007	-121.1208344	0
47.0144393	-121.5177155	0
47.0102	-95.0737	0
47.0102	-95.0737	0
47.0102	-95.0737	0
47.008	-120.458	0
47.007	-95.068	0
47.00647991	-116.3204956	0
47.006324	-120.594959	0
47.00460694	-121.1105347	0
47.002941	-123.40773	0
47.000312	-122.981822	0
47	-94.841	0
46.99634	-92.4709	0
46.99617776	-121.6409683	0
46.99383609	-121.1009216	0
46.98962082	-112.7197266	0
46.989	-119.0507	0
46.98774726	-121.1531067	0
46.9832	-124.1575	0
46.982698	-114.123998	0
46.98212618	-121.5287018	0
46.98001812	-121.1390305	0
46.97978389	-121.1740494	0
46.9774415	-121.1503601	0
46.9769	-121.8309	0
46.976683	-94.608597	0
46.97369345	-112.7444458	0
46.97369345	-121.1592865	0
46.9702	-68.5716	0
46.96994515	-121.0830688	0
46.96900803	-112.5741577	0
46.964839	-114.131598	0
46.962	-88.852	0
46.95869866	-121.0700226	0
46.95658968	-121.1809158	0
46.9504	-94.8435	0
46.9504	-94.8435	0
46.95035	-122.928898	0
46.948	-91.7847	0
46.94557477	-121.3117218	0
46.94276209	-116.6610718	0
46.94132	-98.69198	0
46.9327114	-121.8629265	0
46.928568	-120.513364	0
46.927	-114.5408	0
46.92025532	-121.3982391	0
46.919863	-97.671491	0
46.9181	-95.6076	0
46.91650327	-110.8891296	0
46.913063	-122.831947	0
46.91216	-119.323683	0
46.911853	-124.11695	0
46.91128	-103.52164	0
46.90951	-124.11579	0
46.908904	-124.114853	0
46.9043073	-121.0301971	0
46.90246	-121.63996	0
46.901	-98.7273	0
46.899183	-114.042632	0
46.8979	-103.1744	0
46.897761	-114.042398	0
46.89398546	-114.7988892	0
46.89304701	-110.7064819	0
46.892763	-98.376892	0
46.891624	-98.77683	0
